,Review URL,Text,Star,Cleaned_Text,Compound Value Vader,Negative,Neutral,Positive
22,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHvClA7FVt5La2QANWynY25FbuwQaWe-EHU0LzYPk3hOTx_MY6pgv97SiBmJzUyQOsMxeFiMl2RjjQMA4A,Google isn't safe,1,google isn t safe,0.4404,0.0,0.508,0.492
23,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGfq2yYwebtNrQtWAXz6PjlBIOdvtMkHxOXGvPMzX-warDMmIrHl0qp8eVMyVakK-MySb5tzyKb1DI2JFQ,Unable to update the application on Samsung tab a. Please help Google developer,1,unable to update the application on samsung tab a  please help google developer,0.6124,0.0,0.688,0.312
24,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHJ6LguKjTs3HcKU5QhnNyd3aAq7ms0oY6FGiYeO1ZqU8sc0t657yUTzjZ8go2FhkLs6ChbYpmQndxbCI0,Best app ever,1,best app ever,0.6369,0.0,0.323,0.677
25,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFkr2aLISqwk21NpuY4IUxAAWK1yVXxUYJbOcuv5bYAolRnQivruxGllmcnpEJoiGxLHA-_wcIJ9UZjX8c,"It won't let me use Google chrome without updating the app, but then it won't let me update it! PLEASE FIX THIS ASAP!!",1,it won t let me use google chrome without updating the app  but then it won t let me update it  please fix this asap  ,0.8847,0.0,0.68,0.32
26,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGlh-0C2_NuL6JIATiI67ENMUD5QD__8wTsqxJloBWcsTLF4E6FHyOqVHn4Bm22X-XORhSI3TAAk4PZcOw,It won't update.,1,it won t update ,0.5719,0.0,0.448,0.552
27,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzjLCx8XvblLFHUX_eNprEdKm-WCSkDask4wBJ4rt4Iavh10lW_Kat7kdngm_lLCQoao5PhQtolRPtrl8,Still isn't lóadíng data,1,still isn t l ad ng data,0.4588,0.0,0.667,0.333
28,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHvjD6otBeEV_hCI61Hwv4erFgfGXsNq0NTpNuQ4sxO21e3FvJvFSeGpKVl-vO_MARvwYI6D9QPt0gjqSk,Please update my Google Chrome app Please help,1,please update my google chrome app please help,0.743,0.0,0.407,0.593
29,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF51_MfkDPaaDAIcJRXuPv5-xOMvlvlSI0-iSim1g2ow5euu1yEPhN0I3vB4IpxRkaDYe5IIBLyLUpiomI,He is a good app,1,he is a good app,0.4404,0.0,0.58,0.42
30,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHJZNiKZPc6QYJFNqg_3mCqmkhK7VF3sH4TTeW3hhzXfzthpWNU1Hk_01HfOnIw1l5yW_ZuIKDVctzHiNo,"Won't run crashes on startup, excellent testing there 🤔",1,won t run crashes on startup  excellent testing there  ,0.8126,0.0,0.486,0.514
31,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFGe5Tl-GILr7NRvizb1nnKFIjydnR1byfFb2Z0u3ME1aXhEDZqU2607qhcVBfT_QLSbp09_jK1sI7B0qg,Won't update android 10,1,won t update android 10,0.5719,0.0,0.519,0.481
